10,11,担心,6,no,还是 努力 地 敲 下 了 四个 字 活着
10,12,担心,7,no,活着
11,1,无奈,-4,no,目前 全家 依靠 她 两千多元 工资 生活
11,2,无奈,-3,yes,看病 已 负债累累
11,3,无奈,-2,no,如果 我 不 在 了
11,4,无奈,-1,yes,妻子 没有 深圳 户籍 日子 会 更 难
11,5,无奈,0,no,总之 是 无奈 和 心酸
11,6,无奈,1,no,但 我 也 很 感谢 那些 帮助 我 的 网友 义工 宁养院
11,7,无奈,2,no,还有 家人 的 不离 不弃
11,8,无奈,3,no,我 现在 只能 咬牙 继续 坚持
11,9,无奈,4,no,希望 能够 达成 心愿
12,1,感谢,-6,no,目前 全家 依靠 她 两千多元 工资 生活
12,2,感谢,-5,no,看病 已 负债累累
12,3,感谢,-4,no,如果 我 不 在 了
12,4,感谢,-3,no,妻子 没有 深圳 户籍
12,5,感谢,-2,no,日子 会 更 难
12,6,感谢,-1,no,总之 是 无奈 和 心酸
12,7,感谢,0,yes,但 我 也 很 感谢 那些 帮助 我 的 网友 义工 宁养院
12,8,感谢,1,yes,还有 家人 的 不离 不弃
12,9,感谢,2,no,我 现在 只能 咬牙 继续 坚持
12,10,感谢,3,no,希望 能够 达成 心愿
13,1,没有人性,-5,no,4 月 14 日 下午
13,2,没有人性,-4,no,有 微博 网友 爆料 称
13,3,没有人性,-3,no,通州 台湖 某 制药厂 内 悬挂 着 数只 死 猫
13,4,没有人性,-2,no,并 配发 图片
13,5,没有人性,-1,yes,众多 网友 指责 如此 虐猫
13,6,没有人性,0,no,太 没有人性
13,7,没有人性,1,no,还有 网友 怀疑 这是 厂方 处置 流浪 猫 手段
14,1,激动,-1,yes,老公 站 在 楼栋 底下 同站 在 6 楼 的 妻子 隔空 拌嘴
14,2,激动,0,no,妻子 一时 激动 竟 从 阳台 滑 下
14,3,激动,1,no,但 幸运地 挂 在 4 楼 晒衣架 上
14,4,激动,2,no,老公 立即 大喊 快抓紧
14,5,激动,3,no,我爱你
14,6,激动,4,no,妻子 被 温馨 的 话语 感动
14,7,激动,5,no,自救 成功
15,1,感动,-5,no,老公 站 在 楼栋 底下 同站 在 6 楼 的 妻子 隔空 拌嘴
15,2,感动,-4,no,妻子 一时 激动 竟 从 阳台 滑 下
15,3,感动,-3,no,但 幸运地 挂 在 4 楼 晒衣架 上
15,4,感动,-2,no,老公 立即 大喊 快抓紧
15,5,感动,-1,no,我爱你
15,6,感动,0,yes,妻子 被 温馨 的 话语 感动
15,7,感动,1,no,自救 成功
16,1,诧异,-4,no,同月 19 日 深夜 11 时
16,2,诧异,-3,no,韩男去 电给 小雯 约 在 一处 便利店 前 碰面
16,3,诧异,-2,yes,小雯 误认 对方 是 她 的 邱姓 男友 而 赴约
16,4,诧异,-1,no,2 人 见面 之后
16,5,诧异,0,no,小雯 感到 诧异
16,6,诧异,1,no,却 也 接受 韩男 提议
16,7,诧异,2,no,在 公园 内 聊天 散步
16,8,诧异,3,no,没多久 韩男竟 强拉小雯 到 厕所 企图 性侵
16,9,诧异,4,no,但 因小雯 反抗 而 未果
16,10,诧异,5,no,韩男 再 强拉 少女 到 运动场 的 司令台 后方 楼梯间 性侵 得逞
17,1,心疼,-6,no,五年 了
17,2,心疼,-5,no,孩子 一滴 尿 也 没排 过
17,3,心疼,-4,no,每天 身上 发痒 疼痛 胸口 憋闷 换 不过 气来
17,4,心疼,-3,no,经常 大半夜 睡不着 觉
17,5,心疼,-2,no,我 就 骑 摩托车 带 她 出去 遛弯
17,6,心疼,-1,yes,看着 曾经 各 方面 优异 的 女儿 如今 成 了 这个 样子
17,7,心疼,0,no,张治英 心疼 不已
17,8,心疼,1,no,在校 期间
17,9,心疼,2,no,张琼元 每次 考试 都 是 前三名
17,10,心疼,3,no,多年 来
17,11,心疼,4,no,一直 担任 班干部
18,1,自责,-1,no,直到现在
18,2,自责,0,yes,张治英 还 因为 给 女儿 买不起 大碗 面 自责 不已
19,1,高兴不起来,-5,no,前段时间
19,2,高兴不起来,-4,no,在 北京大学人民医院 治疗 时 的 大夫 打 来 电话 询问 了 琼元 的 病情 后
19,3,高兴不起来,-3,no,说 孩子 还有 希望
19,4,高兴不起来,-2,no,建议 做 换肾手术
19,5,高兴不起来,-1,no,希望 近在眼前
19,6,高兴不起来,0,no,可 张治英 却 怎么 也 高兴 不 起来
19,7,高兴不起来,1,yes,因为 张琼元 并 不是 他 的 亲生女儿
19,8,高兴不起来,2,no,在 一次 检查 中
19,9,高兴不起来,3,no,张琼元 得知 自己 是 O型 血
19,10,高兴不起来,4,no,而 父亲 是 A型
19,11,高兴不起来,5,no,母亲 是 AB型 时
19,12,高兴不起来,6,no,聪明 的 她 瞬间 明白 了 其中 的 意味
20,1,泣不成声,-6,no,瞒不住 了
20,2,泣不成声,-5,no,张治英 问 她 想 不想 看望 亲生父母
20,3,泣不成声,-4,no,张琼元 哭 着 说 我 是 你们 的 女儿
20,4,泣不成声,-3,no,看着 懂事 的 女儿 每天 被 病痛 折磨 着
20,5,泣不成声,-2,no,自己 却 不能 为 她 捐 肾
20,6,泣不成声,-1,yes,想到 自己 无能为力
20,7,泣不成声,0,no,张治英 泣不成声
21,1,笑了,-7,no,民警 将 老人 送到 南 钢厂 区
21,2,笑了,-6,no,问 了 半天
21,3,笑了,-5,no,陈 大爷 也 没有 说 清楚 他家 到底 该 怎么 走
21,4,笑了,-4,no,无奈 之下
21,5,笑了,-3,no,民警 只能 下车 逐一 询问 附近 的 居民
21,6,笑了,-2,no,最终 把 陈 大爷 安全 送 回家
21,7,笑了,-1,yes,到家后
21,8,笑了,0,no,陈 大爷 终于 笑 了
21,9,笑了,1,no,连声 对 民警 道谢
21,10,笑了,2,no,还 热情 挽留 民警 在家 吃晚饭
21,11,笑了,3,no,但 被 民警 婉言谢绝
22,1,赞扬,-2,yes,对于 鲁 女士 遇见 老人 跌倒 立刻 出手 相助
22,2,赞扬,-1,no,还 陪 着 老人 一起 等 民警 的 行为
22,3,赞扬,0,no,周围 路过 的 多位 居民 都 对 她 表示 了 赞扬
22,4,赞扬,1,no,出警 的 民警 也 告诉 记者
22,5,赞扬,2,no,跌倒 的 老人 真的 需要 有人 帮助
22,6,赞扬,3,no,否则 可能 会 发生 二次 事故
22,7,赞扬,4,no,因扶 老人 而 被 讹 的 事情 是 极少数 的
23,1,尊敬,-3,no,在 老一辈 村民 的 记忆里
23,2,尊敬,-2,yes,谢德友 镇定自若 为 溺亡 村民 黄某 入殓 的 场景
23,3,尊敬,-1,no,时隔多年 仍 历历在目
23,4,尊敬,0,no,让 人 尊敬
24,1,绝望,-7,no,眼前 厚厚 几沓 病历 相册 证件
24,2,绝望,-6,no,白纸黑字 如此 刺眼 绝望
24,3,绝望,-5,no,才 敢 相信 她 安静 克制 的 脸庞 下
24,4,绝望,-4,no,曾 承受 住 多少 次 命运 的 陡然 翻转
24,5,绝望,-3,no,自从 17 岁 儿子 因 病逝 去
24,6,绝望,-2,no,丈夫 与 她 领养 了 一个 女儿
24,7,绝望,-1,no,刚 树立 起 的 生活 希望
24,8,绝望,0,yes,再次 因 丈夫 撒手人寰 而 陷入 无限 绝望 中
25,1,痛不欲生,-8,no,李芳 抹 着 眼泪 告诉 小溪
25,2,痛不欲生,-7,no,2002 年
25,3,痛不欲生,-6,no,她 的 儿子 逝去 了
25,4,痛不欲生,-5,no,儿子 才 17 岁
25,5,痛不欲生,-4,no,活泼 好动
25,6,痛不欲生,-3,no,热爱 篮球
25,7,痛不欲生,-2,yes,但是 高二 体检 查出 脑瘤
25,8,痛不欲生,-1,yes,很快 就 不行 了
25,9,痛不欲生,0,no,李芳 痛不欲生
25,10,痛不欲生,1,no,捡起 一把 刀 就 想 割脉 自杀
26,1,感动,-4,no,上 上周
26,2,感动,-3,no,安德烈 突然 找到 我
26,3,感动,-2,yes,说 想要 在 医院 举行 婚礼
26,4,感动,-1,no,我 先是 吓了一跳
26,5,感动,0,no,再三 确认 后 真的 非常 非常 感动
26,6,感动,1,no,医院 的 俄语 翻译 小董 说
26,7,感动,2,no,很多 人 可能 以为 只是 举行 婚礼
26,8,感动,3,no,安慰 安慰 塔蒂 亚娜
26,9,感动,4,no,但 他们 是 真的 结婚 并领 了 证
26,10,感动,5,no,女方 已经 改了 夫姓
26,11,感动,6,no,小董 称
26,12,感动,7,no,消息 一 传出
26,13,感动,8,no,医护人员 感动不已
26,14,感动,9,no,连 医院 后勤 的 工作人员 都 自发 进行 捐助
27,1,着急,-13,no,1952 年 夏
27,2,着急,-12,no,她 和 另 7 名 日籍 护士
27,3,着急,-11,no,从 广西南宁 军区 303 医院 调 到 羊楼洞 部队 疗养所
27,4,着急,-10,no,羊楼洞 地处 湘鄂 交界 之 要冲
27,5,着急,-9,no,就 在 这里
27,6,着急,-8,no,沟胁 千年 和 当时 因患 结核病 正在 此 疗养 的 杜江群 结识
27,7,着急,-7,no,29 岁 的 杜江群 是 一所 学校 的 政治 教员
27,8,着急,-6,no,曾 有 过 地下党 经历
27,9,着急,-5,no,虽然 病重
27,10,着急,-4,no,却 依然 乐观
27,11,着急,-3,no,当时
27,12,着急,-2,yes,不少 病员 都 排斥 外籍 护士 的 照料
27,13,着急,-1,yes,态度 甚至 粗暴
27,14,着急,0,no,看着 沟胁 千年 着急 的 样子
27,15,着急,1,no,杜江群 站 了 出来
27,16,着急,2,no,说服 伤员
27,17,着急,3,no,让 他 安心 地 接受 治疗
28,1,敬重,-6,no,不仅 是 对 尹家 的 3 个 孩子
28,2,敬重,-5,no,在 街坊邻居 中
28,3,敬重,-4,no,张崇贞 也 有着 他人 不能 及 的 好 名声
28,4,敬重,-3,no,任何 人家 需要 帮忙
28,5,敬重,-2,no,她 总是 一口 答应
28,6,敬重,-1,no,几十年 里
28,7,敬重,0,yes,张崇贞以 她 的 品格 赢得 了 所有人 的 敬重
28,8,敬重,1,no,尹春丽 的 母亲 也 早已 将 这位 比 她 年长 三十 来 岁 的 保姆
28,9,敬重,2,no,视为 自己 的 亲生 母亲
28,10,敬重,3,no,我 妈妈 后来 将 所有 的 钱 都 放在 奶奶 那里
28,11,敬重,4,no,由 她 当家
28,12,敬重,5,no,她 才 是 我们 家 的 最高 权威
29,1,欣慰,-17,no,2010 年
29,2,欣慰,-16,no,母亲 去世
29,3,欣慰,-15,no,尹家 的 3 个 孩子 将 母亲 和 奶奶 正式 合葬
29,4,欣慰,-14,no,墓碑 后
29,5,欣慰,-13,no,刻着 这么 一行 字
29,6,欣慰,-12,no,先恩祖 慈张 崇贞
29,7,欣慰,-11,no,与 先恩 萍水相逢
29,8,欣慰,-10,no,半生 相伴
29,9,欣慰,-9,no,同甘苦 共患难
29,10,欣慰,-8,no,恩比天 高
29,11,欣慰,-7,no,情同 水长
29,12,欣慰,-6,no,合葬 时 的 景象
29,13,欣慰,-5,no,尹春丽 记忆犹新
29,14,欣慰,-4,no,两人 骨灰 葬 下去 的 一瞬间
29,15,欣慰,-3,no,我 似乎 回到 了 过往
29,16,欣慰,-2,yes,看到 她们 并肩 扛起 这个 家 的 情景
29,17,欣慰,-1,no,我 很 想 流泪
29,18,欣慰,0,no,不仅 是 悲伤 也 有 欣慰
30,1,自豪,-7,no,朱洪生 今年 55 岁
30,2,自豪,-6,no,1979 年 参加 工作 时才 19 岁
30,3,自豪,-5,no,已有 36 年 的 手艺
30,4,自豪,-4,no,我 当时 被 分到 丹阳 南京 理发店 工作
30,5,自豪,-3,no,这是 当时 丹阳 最大 的 理发店
30,6,自豪,-2,no,我 在 那儿 获得 了 好多 证书 和 荣誉
30,7,自豪,-1,yes,说起 自己 工作 过 的 地方 和 自己 的 荣誉
30,8,自豪,0,no,朱洪生 很 是 自豪
31,1,感动,0,no,让 朱洪生 感动 的 是
31,2,感动,1,yes,有些 客人 因为 他 收费 便宜 都 为 他 着想
31,3,感动,2,no,剪 完 头发 就 走 了 也 不 洗
31,4,感动,3,no,就 为 能 帮 他 省点 水电费
31,5,感动,4,no,回家 反正 洗澡
31,6,感动,5,no,收费 这么 便宜
31,7,感动,6,no,就 不 麻烦 他 洗头 了
31,8,感动,7,no,昨天 理完 发后 站 起身 来 就 付钱 的 史 阿姨 笑 着 说
31,9,感动,8,no,我 这里 的 客人 都 蛮 好 的
31,10,感动,9,no,有 的 并 不是 因为 价格低 才 来 的
31,11,感动,10,no,他们 认可 我 了
31,12,感动,11,no,朱洪生 告诉 记者
31,13,感动,12,no,有 的 老 邻居 因为 搬家 去 别的 地方
31,14,感动,13,no,但是 理发 还是 找 他
32,1,感动,-3,no,经 抢救
32,2,感动,-2,no,两个 孩子 和 周先生 先后 苏醒 脱离 了 危险
32,3,感动,-1,no,但 郭惠英 一直 抢救 到 第二天 凌晨 才 苏醒
32,4,感动,0,no,让 郭惠英 感动 的 是
32,5,感动,1,no,她 醒来时
32,6,感动,2,yes,还有 一位 民警 守 在 身边
33,1,感动,-4,no,保护 人民 生命财产 安全
33,2,感动,-3,no,本身 就是 我们 警察 的 责任
33,3,感动,-2,no,是 我们 理所应当 做 的 事情
33,4,感动,-1,no,毛 大队长 说
33,5,感动,0,yes,郭惠英 17 年 来 的 这份 举动 让 大家 很 感动
33,6,感动,1,no,更 感到 自身 责任重大
33,7,感动,2,no,使命 光荣
34,1,感动,-1,yes,不是 自己 的 儿子 老程 还 能 这样
34,2,感动,0,no,我 很 感动
34,3,感动,1,no,俺 既然 是 老乡
34,4,感动,2,no,就 得 帮 他
34,5,感动,3,no,朱俊钦 说
34,6,感动,4,no,他 的 加入 让 程相前 轻松 了 不少
34,7,感动,5,no,如今 给 宋 文山 洗澡
34,8,感动,6,no,都 是 两人 一起 架 着 他 洗
35,1,激动,-7,no,老人 说
35,2,激动,-6,no,58 年来 自己 也 一直 想 寻找 女儿 刘名 书
35,3,激动,-5,no,但 失散 时 她 连 女儿 的 名字 都 不 知道
35,4,激动,-4,no,更 谈不上 寻找
35,5,激动,-3,no,目前
35,6,激动,-2,no,雷红路 和 小姨 通过 微信
35,7,激动,-1,no,交换 了 外婆 和 母亲 的 照片
35,8,激动,0,yes,刘名 书 看到 母亲 的 照片 很 激动
35,9,激动,1,no,她 说 这事 我 跟 丈夫 说 过
35,10,激动,2,no,跟 大儿子 说 过
35,11,激动,3,no,结果 小儿子 帮 我 找到 了 母亲
35,12,激动,4,no,她 也 让 儿子 雷红 路向 陈 警官 表示感谢
36,1,高兴,-5,no,谈到 成名 所 带来 的 变化 时
36,2,高兴,-4,no,余秀华 说 收入 的 增多 是 自然 的
36,3,高兴,-3,no,之前 对 出名 没有 期待
36,4,高兴,-2,no,但 它 真的 来 了
36,5,高兴,-1,yes,而且 让 生活 过得 更好
36,6,高兴,0,no,心里 还是 挺 高兴 的
36,7,高兴,1,no,但 这 在 村里 没有 太 大 影响
36,8,高兴,2,no,老乡 还是 把 我 看成 余秀华
36,9,高兴,3,no,没有 把 我 看成 是 怪物
37,1,感动,-5,no,为 国教 子
37,2,感动,-4,no,以德育人
37,3,感动,-3,yes,盲人 夫妇 演绎 现实 版 孟母三迁
37,4,感动,-2,no,为 孩子 成长 创造 环境 的 故事
37,5,感动,-1,no,在 蛟河市 传开 后
37,6,感动,0,no,感动 了 无数 人
37,7,感动,1,no,庄保清 也 获得 了 吉林省 十佳 好 家长 全国 传承 好 家风 好妈 好 爸 等 荣誉称号
38,1,感觉天都要塌了,-2,no,34 岁 的 王志刚 在 去年 四月 被 检查 出 患有 慢性 肾衰竭
38,2,感觉天都要塌了,-1,no,这一 检测 结果 打破 了 原本 幸福 的 三口 之 家
38,3,感觉天都要塌了,0,no,感觉 天 都 要 塌 了
38,4,感觉天都要塌了,1,no,徐萍 这样 来 形容 得知 丈夫 患病 时 的 感受
38,5,感觉天都要塌了,2,yes,因为 丈夫 是 她 和 两岁 孩子 的 支柱
39,1,感动,-3,no,她 身体 就 不好
39,2,感动,-2,no,娃娃 也 要 人 照顾
39,3,感动,-1,yes,张志刚 得知 妻子 要 捐 肾 给 自己 时
39,4,感动,0,no,他 十分 感动
39,5,感动,1,no,同时 也 非常 担心
39,6,感动,2,no,好 在 17 日 夫妻俩 在 四川大学 华西 医院 的 手术 非常 顺利
40,1,担心,-4,no,她 身体 就 不好
40,2,担心,-3,no,娃娃 也 要 人 照顾
40,3,担心,-2,yes,张志刚 得知 妻子 要 捐 肾 给 自己 时
40,4,担心,-1,no,他 十分 感动
40,5,担心,0,no,同时 也 非常 担心
40,6,担心,1,no,好 在 17 日 夫妻俩 在 四川大学 华西 医院 的 手术 非常 顺利
41,1,哭,-12,no,翟 金华 介绍
41,2,哭,-11,no,哥哥 当兵 走 的 时候 还是 解放前
41,3,哭,-10,no,那时 自己 才 15 岁
41,4,哭,-9,no,不懂事
41,5,哭,-8,no,再 加上 时间 过去 很久 了
41,6,哭,-7,no,很多 事情 自己 都 记 不得了
41,7,哭,-6,no,我 只 记得 他 走 后 不久 我 奶奶 还 骑 着 小毛驴
41,8,哭,-5,no,带 着 我 去 他 参军 后 暂时 驻扎 的 村庄 看 他
41,9,哭,-4,no,后来 就 再也 没有 音讯 了
41,10,哭,-3,no,直到 1952 年
41,11,哭,-2,no,民政部门 送到 家里 一个 烈士 证
41,12,哭,-1,yes,说 我哥 死 在 朝鲜 了
41,13,哭,0,no,当时 我娘 我 嫂子 都 哭 昏过去 了
42,1,皆大欢喜,-4,no,中国 人 自古 有 落叶归根 的 传统
42,2,皆大欢喜,-3,no,63 年来
42,3,皆大欢喜,-2,no,我 日夜 都 想 有朝一日 能 找到 父亲 的 安葬地
42,4,皆大欢喜,-1,yes,如果 能 和 父亲 团聚
42,5,皆大欢喜,0,no,真的 是 皆大欢喜
42,6,皆大欢喜,1,no,同时
42,7,皆大欢喜,2,no,记者 与 周 玉玺 烈士 的 孙女 周 女士 取得 了 联系
42,8,皆大欢喜,3,no,周 女士 说
42,9,皆大欢喜,4,no,自己 的 父亲 今年 已经 65 岁 高龄 了
42,10,皆大欢喜,5,no,一直 心心念念 牵挂着 爷爷 的 去向
42,11,皆大欢喜,6,no,总是 让 自己 去 打听
42,12,皆大欢喜,7,no,见到 本报 刊发 的 为 烈士 找寻 亲人 的 报道
42,13,皆大欢喜,8,no,自己 和 父亲 都 激动不已
43,1,激动不已,-12,no,中国 人 自古 有 落叶归根 的 传统
43,2,激动不已,-11,no,63 年来
43,3,激动不已,-10,no,我 日夜 都 想 有朝一日 能 找到 父亲 的 安葬地
43,4,激动不已,-9,no,如果 能 和 父亲 团聚
43,5,激动不已,-8,no,真的 是 皆大欢喜
43,6,激动不已,-7,no,同时
43,7,激动不已,-6,no,记者 与 周 玉玺 烈士 的 孙女 周 女士 取得 了 联系
43,8,激动不已,-5,no,周 女士 说
43,9,激动不已,-4,no,自己 的 父亲 今年 已经 65 岁 高龄 了
43,10,激动不已,-3,no,一直 心心念念 牵挂着 爷爷 的 去向
43,11,激动不已,-2,no,总是 让 自己 去 打听
43,12,激动不已,-1,yes,见到 本报 刊发 的 为 烈士 找寻 亲人 的 报道
43,13,激动不已,0,no,自己 和 父亲 都 激动不已
44,1,幸运,-4,no,记者 16 日 从 第三军医大学 新桥 医院 获悉
44,2,幸运,-3,no,尿毒症 患者 程霞 冒死 产下 一名 5 斤重 健康 男婴
44,3,幸运,-2,no,我 这 条命 都 是 妈妈 给 的
44,4,幸运,-1,yes,现在 我 也 有 了 宝宝
44,5,幸运,0,no,真是太 幸运 了
44,6,幸运,1,no,还要 感谢 所有 帮助 过 我 的 人
44,7,幸运,2,no,还 躺 在 病床 上 的 程霞
44,8,幸运,3,no,以 微弱 的 声音 说 到
45,1,感谢,-5,no,记者 16 日 从 第三军医大学 新桥 医院 获悉
45,2,感谢,-4,no,尿毒症 患者 程霞 冒死 产下 一名 5 斤重 健康 男婴
45,3,感谢,-3,no,我 这 条命 都 是 妈妈 给 的
45,4,感谢,-2,no,现在 我 也 有 了 宝宝
45,5,感谢,-1,no,真是太 幸运 了
45,6,感谢,0,yes,还要 感谢 所有 帮助 过 我 的 人
45,7,感谢,1,no,还 躺 在 病床 上 的 程霞
45,8,感谢,2,no,以 微弱 的 声音 说 到
46,1,气,-11,no,据 台湾 中央社 16 日 报道
46,2,气,-10,no,日本 男性 2 月 14 日 情人节 通常 会 收到 巧克力 和 其他 礼物
46,3,气,-9,no,而 他们 3 月 14 日 白色 情人节 当天 必须 回 送礼物 给 另一半
46,4,气,-8,no,西山 美惠 31 岁 的 丈夫 一脚 将 她 踢开 后
46,5,气,-7,no,她 疑似 企图 用 领带 掐死 他
46,6,气,-6,no,老公 午夜 时分 打电话 报警
46,7,气,-5,no,西山 美惠 随后 在 日本 西部 堺 市 家中 被捕
46,8,气,-4,no,并 向 警方 表示
46,9,气,-3,no,她 怀疑 老公 有 外遇
46,10,气,-2,no,西山 告诉 警方
46,11,气,-1,yes,老公 情人节 没有 回 送礼物
46,12,气,0,no,她 气到 想 勒死 他
47,1,着急,-3,no,闺女 是 高中 教师
47,2,着急,-2,no,现在 带 着 高三 毕业班
